Timestamp,Mood
2025-05-27 00:53:09,😊 Happy
2025-05-27 00:54:01,😊 Happy
2025-05-27 00:54:12,😊 Happy
2025-05-27 00:54:19,😊 Happy
2025-05-27 00:54:55,😊 Happy
2025-05-27 00:55:16,😊 Happy
2025-05-27 01:15:39,😊 Happy
2025-05-28 21:26:46,😊 Happy
2025-05-28 21:54:53,😐 Neutral
